age,sex,sei10,polviews,mass_trans_spend_right
77,Female,12.6,Moderate,1
25,Male,69.4,Slightly liberal,0
62,Male,65.1,Slghtly conservative,0
84,Female,38.3,Conservative,0
71,Female,52,Moderate,0
54,Female,52,Slghtly conservative,0
74,Male,45.4,Slghtly conservative,0
37,Male,57.5,Slightly liberal,0
80,Male,58.1,Liberal,0
74,Male,25,Moderate,0
37,Female,49.4,Moderate,0
33,Female,62.1,Moderate,1
62,Female,60.5,Moderate,0
74,Male,31.2,Moderate,0
83,Female,62.9,Conservative,1
40,Female,20.1,Liberal,1
57,Female,88.7,Conservative,1
50,Male,77.7,Slghtly conservative,1
31,Male,27,Slightly liberal,0
36,Male,84,Liberal,0
83,Male,43,Extrmly conservative,0
58,Male,68.6,Slightly liberal,0
29,Male,32.6,Slightly liberal,0
50,Male,46.6,Moderate,0
64,Male,70.5,Moderate,1
43,Male,84.2,Conservative,1
54,Male,71.6,Slghtly conservative,1
72,Male,82.5,Liberal,0
31,Female,80.9,Slightly liberal,1
30,Male,62.4,Slghtly conservative,0
36,Female,37.2,Moderate,0
72,Male,0,Extrmly conservative,0
29,Female,52,Slghtly conservative,1
83,Female,0,Liberal,0
80,Female,84.2,Slghtly conservative,1
61,Male,59.1,Slghtly conservative,1
53,Male,46,Conservative,0
61,Female,68.6,Liberal,0
52,Female,26.5,Slghtly conservative,0
37,Male,28.3,Slightly liberal,0
24,Female,37.2,Moderate,1
50,Female,53.7,Liberal,1
28,Female,67.8,Moderate,1
30,Female,0,Extremely liberal,0
36,Male,83.8,Moderate,1
24,Male,63.7,Slightly liberal,1
63,Female,39.7,Moderate,1
22,Male,25,Liberal,1
20,Male,35.8,Liberal,0
31,Female,41.1,Moderate,1
74,Male,69.4,Conservative,0
83,Female,38.1,Extrmly conservative,1
61,Male,86.5,Conservative,1
22,Male,39.7,Liberal,1
63,Female,26.1,Slghtly conservative,1
46,Male,38.1,Moderate,0
38,Female,38.8,Slghtly conservative,0
80,Male,43,Conservative,1
58,Female,38.8,Moderate,0
52,Female,21.6,Moderate,0
31,Female,45.3,Extrmly conservative,0
34,Male,63.2,Moderate,0
63,Male,59.8,Conservative,0
57,Female,62.1,Conservative,0
45,Male,20.7,Conservative,1
60,Male,31.2,Moderate,0
67,Female,24.6,Extrmly conservative,1
63,Male,20.7,Slightly liberal,0
50,Male,53.7,Moderate,0
29,Male,45.4,Slghtly conservative,1
23,Female,19.6,Moderate,1
59,Male,43.5,Conservative,1
38,Female,82.5,Slghtly conservative,1
32,Female,57.8,Slightly liberal,1
32,Male,71.8,Conservative,1
48,Male,63.7,Moderate,1
64,Female,23.3,Conservative,1
30,Female,78.3,Slightly liberal,0
25,Female,33.4,Moderate,0
48,Female,37.6,Slightly liberal,1
29,Female,12.4,Slghtly conservative,1
23,Male,86.6,Slghtly conservative,1
44,Male,57.5,Slightly liberal,0
55,Female,87.9,Moderate,0
25,Male,61.4,Moderate,0
59,Male,92,Conservative,0
60,Male,78.3,Conservative,1
53,Female,37.6,Extremely liberal,0
46,Male,27.7,Conservative,0
29,Female,21.6,Moderate,0
50,Female,75.5,Moderate,1
79,Female,80.9,Moderate,1
29,Male,23.3,Slghtly conservative,1
50,Female,57.5,Moderate,1
61,Male,34.7,Liberal,0
21,Female,19.6,Conservative,1
29,Female,39.7,Slghtly conservative,1
80,Female,32.6,Moderate,1
25,Female,13.6,Slghtly conservative,1
68,Female,38.8,Moderate,1
47,Male,75.5,Conservative,1
64,Male,58.4,Moderate,1
57,Female,30.9,Moderate,1
55,Female,36.9,Liberal,0
86,Female,52,Slightly liberal,0
47,Male,82.5,Conservative,0
52,Male,78.3,Liberal,0
34,Male,25.7,Liberal,1
65,Male,32.6,Conservative,1
69,Female,12.6,Liberal,1
53,Male,84.5,Liberal,0
64,Female,91.1,Extremely liberal,0
68,Male,88.6,Slghtly conservative,0
66,Female,41.8,Conservative,0
43,Male,43,Extrmly conservative,1
21,Female,23.3,Moderate,1
60,Female,24.2,Slghtly conservative,1
46,Female,38.8,Moderate,0
23,Male,13.6,Conservative,1
33,Male,25.2,Conservative,1
66,Male,80.9,Extremely liberal,0
43,Female,12.6,Liberal,1
40,Female,10.6,Moderate,1
59,Female,71.8,Liberal,0
66,Male,52,Liberal,0
54,Male,78.3,Extremely liberal,0
24,Male,23.8,Liberal,1
36,Female,56.8,Liberal,0
52,Male,25,Slghtly conservative,1
26,Male,44.5,Moderate,0
64,Female,39.7,Moderate,0
77,Male,77.4,Moderate,1
58,Male,37.6,Slghtly conservative,1
76,Female,37.2,Moderate,0
68,Male,32.6,Moderate,0
20,Female,24.2,Moderate,0
63,Female,46,Conservative,1
57,Female,76.3,Moderate,1
66,Female,33.2,Moderate,1
63,Female,67.7,Slightly liberal,0
75,Male,73.9,Liberal,0
66,Female,73.6,Moderate,0
53,Male,59.1,Liberal,0
49,Female,75.5,Liberal,0
57,Male,75.5,Liberal,0
41,Female,49.2,Liberal,1
42,Female,71.7,Slightly liberal,1
38,Male,86.7,Liberal,0
34,Male,27,Moderate,0
72,Male,32,Moderate,1
39,Female,24.2,Moderate,0
38,Female,21.6,Moderate,0
55,Male,39.7,Moderate,1
85,Male,82.5,Slightly liberal,0
32,Male,32.6,Moderate,1
35,Male,71.8,Slghtly conservative,1
32,Female,12.6,Moderate,0
67,Female,34.8,Slightly liberal,0
28,Male,37.6,Liberal,0
59,Female,82.5,Conservative,0
57,Male,27.2,Slghtly conservative,1
51,Male,57.4,Moderate,0
66,Female,62.9,Moderate,1
35,Male,67.7,Slghtly conservative,1
28,Female,36.9,Moderate,1
52,Female,84.5,Liberal,1
89,Male,75.2,Moderate,0
69,Female,25.7,Slghtly conservative,0
48,Male,65.3,Extrmly conservative,1
36,Female,67.7,Moderate,1
66,Female,46.6,Conservative,1
31,Female,37.6,Moderate,1
57,Female,20.1,Slghtly conservative,0
48,Female,43.9,Conservative,1
35,Female,20.1,Slghtly conservative,1
59,Female,17.1,Liberal,1
52,Female,64.5,Moderate,1
37,Male,69.3,Extremely liberal,1
35,Male,12.6,Slghtly conservative,1
61,Male,35.8,Conservative,1
67,Female,39.7,Moderate,1
80,Female,27,Slghtly conservative,1
30,Male,45.3,Extremely liberal,1
56,Female,65.3,Slghtly conservative,0
20,Male,38.1,Liberal,1
53,Female,71.7,Conservative,1
31,Female,69.3,Slightly liberal,1
51,Female,13.6,Moderate,0
29,Female,13.6,Moderate,1
80,Male,43.9,Moderate,1
67,Female,67.8,Slghtly conservative,1
58,Female,60.5,Moderate,1
19,Female,19.6,Extremely liberal,1
19,Female,21.6,Slghtly conservative,0
25,Male,20.7,Moderate,1
34,Female,14,Moderate,1
78,Male,46.6,Moderate,1
62,Male,23.8,Moderate,1
30,Female,43,Slghtly conservative,0
65,Female,24.2,Slghtly conservative,1
45,Female,41.1,Slightly liberal,1
65,Male,52.5,Moderate,1
68,Female,84.2,Slightly liberal,0
37,Male,45.4,Moderate,0
59,Male,28.7,Moderate,1
80,Male,65.3,Extrmly conservative,1
29,Female,58.6,Moderate,1
57,Female,37.6,Conservative,0
73,Female,80.9,Conservative,1
75,Male,22.9,Slghtly conservative,0
74,Male,52.3,Moderate,1
86,Female,35.3,Conservative,1
81,Female,35.3,Liberal,0
69,Female,21.6,Slghtly conservative,0
59,Male,46.5,Conservative,0
68,Male,31.6,Conservative,1
28,Female,66.4,Conservative,1
62,Male,42.8,Slghtly conservative,1
30,Female,37.6,Moderate,1
30,Female,56.8,Moderate,1
52,Male,63.1,Liberal,1
50,Female,74.6,Slightly liberal,0
62,Male,33.9,Moderate,1
46,Female,59.4,Conservative,1
43,Female,45.3,Liberal,0
27,Male,55.3,Moderate,1
36,Male,65.1,Moderate,0
50,Female,84.5,Liberal,1
23,Male,0,Moderate,1
27,Male,82.5,Conservative,1
21,Female,19.6,Slightly liberal,0
23,Female,24.1,Slightly liberal,0
67,Female,84.5,Liberal,0
36,Female,75.6,Extremely liberal,0
28,Male,0,Moderate,1
47,Female,39.7,Slightly liberal,0
30,Female,12.6,Conservative,0
52,Male,59.4,Liberal,0
66,Male,84.5,Moderate,1
60,Male,25.2,Extremely liberal,0
31,Female,60.1,Extremely liberal,0
68,Female,75.5,Conservative,1
38,Male,77.2,Slghtly conservative,0
81,Male,18.6,Extrmly conservative,0
56,Female,75.5,Conservative,1
42,Male,25.2,Moderate,0
24,Female,14,Moderate,0
26,Female,82.4,Conservative,0
50,Female,52,Moderate,1
19,Female,0,Liberal,1
31,Female,19.6,Moderate,1
74,Female,20.5,Slightly liberal,1
60,Female,58.4,Moderate,1
84,Female,39.7,Moderate,0
33,Female,24.2,Moderate,1
40,Female,43,Moderate,0
59,Female,41.1,Liberal,1
19,Male,0,Conservative,1
61,Male,53.6,Liberal,1
48,Female,34.4,Extrmly conservative,1
54,Female,71.8,Slightly liberal,1
41,Female,82.5,Moderate,1
34,Male,46.6,Conservative,1
19,Female,0,Slightly liberal,0
51,Male,42.9,Moderate,1
32,Female,64.5,Extremely liberal,1
64,Male,67.7,Conservative,0
41,Male,32,Moderate,0
80,Female,38.8,Moderate,1
28,Male,43.9,Moderate,1
41,Female,41.1,Conservative,1
45,Female,82.5,Slghtly conservative,1
35,Female,45.1,Moderate,0
51,Female,24.2,Slghtly conservative,1
76,Male,20.7,Conservative,0
26,Female,24.1,Moderate,1
62,Male,23.8,Extrmly conservative,1
19,Male,13.6,Moderate,0
18,Female,21.6,Moderate,1
55,Female,38.8,Moderate,1
52,Female,27,Moderate,0
59,Male,43.5,Slghtly conservative,1
67,Female,38.8,Slightly liberal,0
31,Female,39.7,Moderate,1
58,Male,26.1,Slghtly conservative,0
83,Female,13.3,Extremely liberal,0
27,Female,43,Slightly liberal,1
72,Male,32,Moderate,0
58,Female,59.8,Conservative,1
19,Male,53.7,Moderate,1
69,Female,80.9,Moderate,0
65,Female,73.2,Liberal,1
63,Male,32,Conservative,0
49,Male,69.4,Liberal,1
76,Male,50.4,Conservative,0
65,Male,39.7,Moderate,1
28,Male,54.6,Conservative,0
82,Female,20.1,Slightly liberal,0
49,Male,25,Moderate,1
33,Male,62.9,Conservative,1
60,Male,52.3,Conservative,0
69,Female,39.7,Conservative,0
39,Female,37.6,Moderate,0
37,Female,73.5,Slghtly conservative,1
44,Female,37.6,Moderate,0
36,Female,71.8,Slightly liberal,1
43,Male,25.2,Extremely liberal,1
44,Male,24.1,Slghtly conservative,1
66,Female,71.8,Moderate,0
75,Female,15.8,Extrmly conservative,1
73,Female,38.8,Slghtly conservative,1
61,Male,20.1,Conservative,1
58,Male,20.5,Extremely liberal,1
37,Female,24.6,Moderate,0
30,Male,24.6,Slightly liberal,1
44,Female,20.7,Extremely liberal,0
48,Male,43.4,Liberal,0
57,Female,19.6,Liberal,1
47,Male,64.9,Slghtly conservative,1
67,Male,53.6,Moderate,1
70,Female,14.8,Slightly liberal,0
38,Female,24.2,Slightly liberal,1
39,Female,87.9,Moderate,1
55,Female,35.8,Conservative,1
27,Male,43,Moderate,0
21,Female,37.6,Conservative,0
59,Female,49.2,Liberal,0
61,Female,82.5,Moderate,1
58,Female,24.2,Moderate,0
52,Male,75.6,Slghtly conservative,0
61,Female,64.2,Conservative,0
63,Female,80.9,Conservative,1
86,Male,69.3,Liberal,0
32,Male,28.7,Moderate,1
50,Male,37.2,Slghtly conservative,0
55,Female,49.4,Moderate,0
38,Male,32,Moderate,0
39,Female,20.1,Moderate,1
19,Male,39.7,Liberal,1
45,Female,37.6,Moderate,0
23,Male,21.6,Slightly liberal,1
73,Female,59.1,Conservative,0
50,Female,61.2,Conservative,0
67,Female,82.5,Moderate,1
37,Female,23.3,Extrmly conservative,1
40,Female,38.3,Conservative,1
41,Male,67.7,Slghtly conservative,0
65,Male,76.3,Extremely liberal,1
57,Male,57.4,Slghtly conservative,1
37,Male,68.6,Liberal,1
86,Male,50.4,Moderate,0
67,Female,71.8,Extremely liberal,0
80,Male,67.7,Conservative,1
32,Male,85.9,Moderate,0
33,Female,73.9,Moderate,1
56,Female,21.5,Slightly liberal,1
61,Female,84.2,Liberal,1
80,Male,80.9,Moderate,0
48,Male,26.9,Conservative,0
65,Male,18.6,Moderate,1
61,Male,81.6,Conservative,1
73,Female,28.6,Liberal,1
57,Male,32.8,Slightly liberal,0
71,Female,33.2,Conservative,1
58,Female,20.1,Slghtly conservative,1
78,Male,31.9,Conservative,0
52,Female,37.8,Moderate,0
48,Female,19.6,Conservative,1
61,Male,28.4,Slghtly conservative,0
50,Male,80.9,Conservative,0
45,Female,39.7,Moderate,0
53,Female,37.6,Moderate,0
28,Male,43.9,Extrmly conservative,0
89,Female,38.1,Moderate,1
89,Male,39.1,Slightly liberal,1
62,Female,43,Moderate,0
52,Female,12.6,Moderate,0
43,Male,32,Slghtly conservative,1
61,Male,31,Moderate,0
37,Female,69.3,Slghtly conservative,1
57,Male,32,Extremely liberal,0
53,Female,43,Moderate,1
66,Female,21.6,Moderate,0
44,Male,35.4,Extrmly conservative,1
27,Female,27,Moderate,1
24,Male,36.4,Liberal,1
44,Female,80.9,Slghtly conservative,1
35,Female,24.2,Conservative,1
39,Female,38.8,Moderate,0
79,Male,43,Conservative,0
22,Female,68.6,Liberal,1
70,Male,53.2,Moderate,0
33,Male,34.4,Moderate,0
52,Female,29.4,Conservative,1
71,Female,80.7,Slightly liberal,1
78,Female,24.2,Slightly liberal,1
42,Female,60.5,Slightly liberal,0
57,Female,67.7,Conservative,1
76,Male,29.6,Extrmly conservative,1
62,Female,25,Liberal,0
58,Female,84.2,Slghtly conservative,1
29,Female,21.6,Slghtly conservative,1
85,Female,26.2,Slghtly conservative,1
38,Male,73.9,Moderate,0
80,Female,29.4,Moderate,1
66,Male,60.4,Conservative,1
58,Female,38.8,Extrmly conservative,1
75,Female,71.8,Conservative,0
65,Male,67.7,Slightly liberal,0
72,Male,52,Conservative,0
73,Female,0,Slghtly conservative,0
68,Male,52,Slightly liberal,0
75,Female,38.3,Conservative,0
56,Male,78.3,Moderate,1
54,Female,13.6,Slghtly conservative,0
79,Female,43,Conservative,0
53,Male,84.5,Slghtly conservative,1
39,Male,43,Moderate,0
22,Female,0,Moderate,0
43,Male,51.9,Conservative,1
20,Female,35.8,Extrmly conservative,0
76,Male,91.9,Conservative,1
70,Female,33.4,Moderate,1
69,Male,70.1,Conservative,0
27,Male,59.1,Moderate,0
52,Male,85.2,Conservative,0
29,Male,77.2,Moderate,1
38,Female,24.1,Conservative,1
63,Female,39.7,Moderate,1
35,Female,38.3,Moderate,0
44,Female,59.1,Extrmly conservative,1
41,Female,43,Moderate,0
53,Female,17.1,Liberal,0
25,Female,58.4,Moderate,1
24,Female,21.6,Extremely liberal,1
54,Female,43.9,Moderate,1
58,Male,46.5,Slghtly conservative,1
66,Male,45.4,Slghtly conservative,1
48,Male,27,Conservative,0
39,Female,26.1,Moderate,0
47,Female,91.1,Liberal,0
28,Male,25.2,Moderate,1
28,Female,38.8,Extrmly conservative,1
76,Female,13.2,Moderate,0
55,Male,43.9,Conservative,1
72,Male,46.5,Moderate,1
78,Female,24.6,Conservative,1
67,Female,21.8,Moderate,1
55,Female,62.9,Slightly liberal,0
51,Male,13.6,Moderate,0
55,Male,31,Liberal,0
64,Female,65.3,Moderate,1
58,Male,62.6,Liberal,1
22,Female,63.7,Moderate,1
62,Male,86.1,Conservative,1
43,Male,25.2,Moderate,1
62,Male,62.7,Slightly liberal,1
39,Female,38.8,Moderate,0
79,Female,35.8,Conservative,1
80,Female,80.9,Conservative,0
22,Male,67.7,Slightly liberal,1
27,Female,38.8,Slightly liberal,0
50,Male,0,Moderate,0
42,Female,31.6,Moderate,1
72,Male,54.6,Slghtly conservative,0
22,Female,0,Liberal,1
47,Male,25,Moderate,0
50,Male,65.3,Moderate,0
46,Male,56.9,Moderate,0
57,Female,43.9,Conservative,1
35,Male,57.3,Moderate,1
43,Male,57.5,Moderate,1
23,Male,13.6,Moderate,1
33,Male,41.4,Slghtly conservative,1
70,Female,39.7,Slghtly conservative,1
59,Female,41,Slghtly conservative,0
82,Female,0,Moderate,1
58,Male,24.1,Liberal,0
25,Male,0,Conservative,0
62,Female,17.1,Moderate,0
28,Female,37.6,Moderate,0
34,Male,28.7,Conservative,1
33,Male,77.4,Slghtly conservative,1
49,Female,92.8,Liberal,0
52,Male,92.8,Conservative,0
47,Female,84.2,Moderate,0
81,Female,38.8,Conservative,1
65,Male,76.3,Slghtly conservative,0
70,Female,92.2,Slightly liberal,0
44,Male,20.7,Moderate,1
26,Male,32,Slghtly conservative,1
62,Male,45.4,Moderate,1
26,Female,24.2,Moderate,0
57,Male,52,Conservative,0
60,Male,22.9,Liberal,0
51,Male,25,Moderate,1
73,Female,26.5,Extrmly conservative,0
27,Male,57.8,Conservative,1
27,Male,28.7,Moderate,1
25,Female,0,Slghtly conservative,1
89,Female,31.9,Conservative,0
84,Male,57.5,Extrmly conservative,1
46,Male,53.9,Slightly liberal,1
69,Female,24.2,Extrmly conservative,1
44,Female,24.2,Extrmly conservative,0
40,Male,59.1,Conservative,1
48,Female,45.1,Conservative,1
74,Female,20.7,Conservative,1
67,Male,65.3,Conservative,1
54,Female,44.6,Moderate,0
61,Male,23.3,Slightly liberal,0
61,Male,39.6,Conservative,0
29,Female,38.8,Extrmly conservative,1
37,Male,18.8,Moderate,0
74,Female,63.7,Moderate,1
20,Female,20.8,Slghtly conservative,1
83,Female,31.9,Moderate,0
60,Male,28.7,Moderate,1
42,Female,37.6,Moderate,1
44,Male,46.6,Conservative,0
39,Male,43.9,Moderate,0
29,Male,27.7,Slightly liberal,1
37,Female,72.5,Slightly liberal,1
60,Female,75.5,Moderate,0
62,Female,60.3,Liberal,0
85,Male,91.1,Liberal,0
33,Male,69.3,Moderate,1
30,Male,84.2,Liberal,0
78,Male,87.6,Moderate,0
23,Female,80.9,Moderate,1
52,Female,20.1,Moderate,1
62,Male,83.8,Moderate,0
41,Female,80.9,Slghtly conservative,0
71,Female,84.2,Moderate,1
62,Female,35.8,Slghtly conservative,1
71,Female,80.9,Moderate,1
24,Male,25.2,Slightly liberal,1
86,Female,38.3,Conservative,0
89,Female,14.8,Moderate,1
59,Male,32,Extrmly conservative,0
37,Female,69.3,Moderate,1
67,Female,80.9,Conservative,1
44,Female,28.5,Conservative,1
67,Female,32,Slghtly conservative,1
81,Female,38.8,Moderate,1
22,Female,24.2,Moderate,1
63,Male,20.7,Slghtly conservative,0
23,Male,39.2,Liberal,1
33,Male,84.2,Liberal,1
78,Female,38.3,Moderate,1
58,Female,21.8,Conservative,1
19,Male,13.6,Extremely liberal,1
63,Female,38.3,Moderate,0
47,Female,63.7,Slightly liberal,1
22,Female,38.1,Extrmly conservative,0
69,Female,59.8,Moderate,1
26,Male,99.9,Moderate,1
35,Male,22.9,Extremely liberal,1
40,Male,10.6,Moderate,1
82,Female,38.8,Moderate,0
38,Female,68.6,Conservative,1
34,Male,67.8,Moderate,1
26,Female,38.3,Slghtly conservative,0
32,Male,42.9,Liberal,0
60,Male,45.3,Liberal,0
64,Female,60.5,Moderate,0
50,Male,20.9,Moderate,1
65,Male,45.4,Moderate,1
41,Female,67.7,Liberal,0
88,Male,62.9,Slghtly conservative,0
83,Female,38.3,Slghtly conservative,1
62,Female,63.7,Extremely liberal,0
52,Male,43.9,Slghtly conservative,1
59,Male,20.7,Moderate,0
23,Male,0,Extremely liberal,1
22,Male,0,Slightly liberal,1
28,Male,81,Moderate,0
52,Male,68.6,Slghtly conservative,0
54,Female,84.5,Liberal,0
86,Male,84.5,Liberal,0
42,Male,77.4,Moderate,1
81,Male,25.2,Conservative,0
41,Female,25.7,Moderate,1
57,Male,62,Slightly liberal,0
23,Male,20.7,Liberal,0
50,Female,23.7,Moderate,0
46,Male,75.5,Conservative,0
39,Female,80.9,Liberal,1
66,Female,35.8,Moderate,0
45,Female,21.8,Moderate,1
42,Male,80.7,Extrmly conservative,1
60,Male,30.3,Moderate,1
33,Male,67.7,Extrmly conservative,1
36,Male,25.2,Moderate,0
84,Female,28.6,Conservative,1
63,Female,24.2,Conservative,1
60,Female,55.1,Liberal,0
68,Female,82.5,Conservative,0
69,Male,62.6,Moderate,1
53,Male,84.2,Conservative,0
81,Male,43.9,Conservative,0
60,Female,59.4,Liberal,0
65,Female,24.6,Moderate,1
64,Male,82.5,Liberal,0
70,Male,36.2,Moderate,1
30,Male,60.5,Liberal,0
31,Female,38.1,Slightly liberal,1
35,Male,35.1,Conservative,1
56,Female,25,Moderate,1
68,Female,39.7,Slightly liberal,1
61,Female,57,Liberal,1
48,Female,24.2,Moderate,1
53,Female,38.1,Moderate,0
32,Male,23.3,Moderate,1
33,Male,13.6,Slightly liberal,0
29,Female,13.6,Moderate,1
52,Male,20.9,Moderate,1
57,Male,27,Slghtly conservative,1
31,Female,20.8,Extrmly conservative,1
53,Female,20.7,Moderate,1
37,Male,83.8,Slghtly conservative,1
76,Female,80.9,Moderate,1
53,Female,19.6,Conservative,1
21,Female,62.1,Moderate,1
53,Male,62,Conservative,0
53,Female,62.1,Slghtly conservative,0
47,Female,82.5,Slghtly conservative,0
59,Female,60.5,Conservative,1
78,Female,43.9,Moderate,1
49,Male,34.6,Slghtly conservative,0
65,Male,57.8,Conservative,1
41,Male,27,Moderate,1
64,Male,80.7,Conservative,0
32,Female,76.3,Conservative,1
78,Female,13.6,Slightly liberal,1
48,Female,65.3,Slghtly conservative,1
45,Male,32,Slghtly conservative,1
58,Male,23.3,Slghtly conservative,0
55,Female,53.8,Conservative,0
46,Male,32,Slghtly conservative,1
41,Male,81.6,Slghtly conservative,1
80,Male,25.2,Extrmly conservative,1
83,Female,12.4,Liberal,0
85,Female,21.6,Slghtly conservative,0
22,Male,12.6,Extremely liberal,0
