age,sex,sei10,polviews,mass_trans_spend_right
38,Female,80.9,Conservative,1
42,Male,28.1,Moderate,1
74,Female,41.4,Conservative,1
29,Female,19.6,Moderate,0
37,Male,47.9,Conservative,1
61,Female,37.9,Liberal,0
71,Male,63.7,Moderate,0
35,Female,49.2,Moderate,1
21,Male,46,Moderate,1
63,Female,36.9,Moderate,1
67,Male,68,Moderate,1
27,Female,24.2,Conservative,1
75,Male,27.2,Conservative,0
47,Female,39.7,Conservative,1
26,Male,70.5,Moderate,1
36,Female,24.2,Conservative,1
64,Male,31,Slightly liberal,1
81,Male,29.6,Slghtly conservative,1
76,Female,77.2,Slightly liberal,0
23,Female,14,Slghtly conservative,0
71,Male,18.6,Moderate,1
30,Male,14.8,Conservative,0
39,Female,24,Moderate,1
71,Female,68.6,Moderate,1
23,Male,45.1,Moderate,0
53,Female,59.8,Moderate,1
63,Female,32,Moderate,1
23,Female,84.2,Liberal,0
60,Female,26.9,Slghtly conservative,1
78,Female,13.6,Moderate,1
32,Male,57.3,Slghtly conservative,0
62,Female,70.3,Moderate,1
31,Female,69.4,Moderate,1
69,Male,57.8,Slghtly conservative,1
67,Male,84,Conservative,1
24,Female,65.3,Liberal,0
29,Male,81,Extremely liberal,0
30,Female,18.8,Extremely liberal,0
77,Female,34.7,Liberal,0
25,Male,38.1,Slightly liberal,1
50,Male,64.5,Extremely liberal,1
78,Female,41.1,Conservative,1
33,Male,85.2,Liberal,0
67,Male,24.2,Slightly liberal,1
67,Female,38.8,Moderate,0
67,Female,37.2,Moderate,1
45,Male,37.6,Conservative,0
34,Male,21.8,Conservative,1
29,Female,68.6,Liberal,1
84,Female,32.6,Moderate,0
39,Female,21.6,Moderate,0
76,Female,38.8,Moderate,1
69,Female,71.8,Moderate,1
43,Male,67.7,Moderate,1
89,Female,99.9,Extremely liberal,1
67,Male,50.1,Moderate,0
59,Male,25.2,Moderate,1
64,Male,65.3,Moderate,1
23,Female,19.6,Moderate,1
32,Male,13.6,Extremely liberal,0
46,Female,32.6,Moderate,1
48,Male,0,Slightly liberal,0
64,Female,57.5,Moderate,1
46,Male,73.5,Slightly liberal,1
86,Male,86.5,Moderate,0
18,Male,18.6,Slightly liberal,0
20,Female,35.8,Moderate,1
65,Male,71,Liberal,0
63,Male,32,Conservative,0
21,Male,52.9,Slightly liberal,1
33,Male,81.6,Moderate,0
22,Female,20.1,Moderate,1
32,Male,18.6,Moderate,1
57,Male,99.9,Extrmly conservative,1
55,Female,12.6,Moderate,0
21,Female,13.6,Moderate,1
18,Male,17.5,Extrmly conservative,1
39,Male,34.6,Extrmly conservative,0
27,Male,65.3,Conservative,0
29,Male,32,Slightly liberal,0
70,Female,57.8,Conservative,0
41,Female,99.9,Extrmly conservative,1
40,Male,68.6,Slghtly conservative,0
20,Female,19.7,Extrmly conservative,1
27,Male,23.8,Slightly liberal,1
53,Female,12.6,Extrmly conservative,0
49,Female,12.6,Slghtly conservative,0
49,Male,41,Moderate,1
48,Male,50,Slightly liberal,0
23,Female,0,Moderate,1
61,Male,49.6,Conservative,1
77,Female,0,Extrmly conservative,1
44,Female,20.1,Extremely liberal,1
60,Female,20.7,Extremely liberal,1
51,Female,13.3,Extremely liberal,0
52,Female,38.8,Conservative,0
58,Female,84.2,Slghtly conservative,1
56,Male,14,Moderate,0
43,Male,31.6,Conservative,1
41,Female,84.2,Conservative,0
42,Male,43.4,Moderate,1
65,Male,31.6,Moderate,1
19,Male,0,Moderate,0
44,Female,84.2,Slghtly conservative,1
53,Male,53.9,Moderate,1
33,Male,36.7,Slightly liberal,1
26,Female,30.9,Moderate,1
56,Female,69.3,Slghtly conservative,0
40,Male,31,Conservative,0
59,Male,84.2,Slghtly conservative,1
52,Female,12.6,Extrmly conservative,0
60,Male,32,Extrmly conservative,1
27,Male,23.3,Conservative,1
70,Male,69.4,Conservative,0
38,Female,14.6,Moderate,1
57,Male,45.4,Extremely liberal,0
54,Female,13.6,Slightly liberal,1
21,Female,21.6,Moderate,1
83,Male,14,Moderate,0
46,Female,31.2,Slightly liberal,1
24,Male,31,Moderate,1
37,Male,25.2,Slghtly conservative,1
47,Female,43.9,Moderate,0
24,Female,28.6,Conservative,1
66,Male,28.7,Conservative,0
63,Female,43,Conservative,1
58,Male,62,Extrmly conservative,1
42,Female,21.8,Slightly liberal,1
48,Male,74.8,Liberal,0
54,Female,33.4,Moderate,1
65,Female,0,Conservative,1
37,Male,62,Slightly liberal,0
59,Female,24.2,Slightly liberal,1
54,Male,36.4,Slightly liberal,1
35,Female,52,Moderate,1
29,Female,80.7,Liberal,1
35,Female,13.6,Moderate,0
68,Male,18.6,Liberal,1
55,Male,13.6,Moderate,1
57,Male,45.1,Slghtly conservative,1
78,Male,85,Slightly liberal,0
71,Male,67.7,Conservative,0
64,Male,77.4,Liberal,1
57,Female,99.9,Moderate,0
25,Female,35.8,Moderate,0
30,Male,65.3,Liberal,1
58,Female,43,Conservative,1
76,Male,67.7,Slghtly conservative,1
28,Female,20.1,Liberal,1
51,Male,25.2,Slightly liberal,1
35,Male,84,Slightly liberal,0
22,Female,24.2,Conservative,1
25,Female,82.4,Moderate,1
59,Female,61.4,Slghtly conservative,0
55,Female,37.2,Conservative,0
84,Male,55.3,Conservative,0
55,Female,13.6,Moderate,0
79,Male,24.8,Slightly liberal,0
84,Female,76.3,Conservative,1
65,Female,84.2,Moderate,0
61,Male,77.4,Liberal,0
26,Female,19.6,Slghtly conservative,1
57,Female,50.3,Moderate,0
31,Female,84.2,Slightly liberal,1
38,Male,67.7,Slghtly conservative,1
51,Male,32,Extrmly conservative,1
55,Male,71.4,Conservative,1
46,Female,43,Moderate,0
80,Female,52.6,Moderate,0
53,Male,23.3,Moderate,1
31,Male,13.6,Moderate,0
53,Male,24,Slghtly conservative,1
24,Female,25.7,Moderate,1
63,Female,61.4,Liberal,1
38,Male,79.4,Slghtly conservative,1
44,Male,68.6,Moderate,1
54,Female,39.7,Moderate,0
75,Male,55.3,Slightly liberal,1
52,Female,70.3,Liberal,0
54,Female,68.6,Conservative,0
43,Female,75.5,Conservative,1
31,Male,74.8,Conservative,0
48,Female,38.8,Slghtly conservative,1
86,Male,77.4,Conservative,1
50,Female,76.7,Moderate,1
58,Female,49.6,Slghtly conservative,0
50,Female,38.1,Conservative,1
62,Female,76.3,Moderate,0
60,Male,68,Conservative,0
20,Female,21.8,Moderate,1
30,Female,60.5,Liberal,0
35,Male,37.6,Conservative,1
68,Male,83.8,Liberal,0
60,Male,20.7,Slghtly conservative,0
36,Female,73.9,Liberal,0
58,Female,35.8,Extremely liberal,0
71,Female,76.3,Extrmly conservative,0
22,Male,32,Conservative,0
59,Female,28.7,Moderate,0
37,Female,52,Conservative,0
25,Female,60.1,Moderate,1
30,Female,37.6,Moderate,1
61,Male,77.4,Moderate,0
44,Female,37.6,Slightly liberal,1
36,Female,24.2,Slightly liberal,1
68,Female,62.6,Liberal,0
39,Female,20.1,Liberal,1
46,Male,31.2,Conservative,1
20,Female,37.6,Moderate,1
64,Female,0,Moderate,1
49,Male,14,Moderate,1
42,Female,14,Slightly liberal,0
53,Male,23,Conservative,1
28,Male,34.7,Liberal,1
68,Male,14,Moderate,0
19,Male,13.6,Moderate,1
52,Female,57.5,Moderate,0
66,Female,54.6,Moderate,0
42,Female,60.3,Slightly liberal,0
33,Male,31.5,Liberal,0
29,Male,50.4,Moderate,1
39,Female,37.6,Slghtly conservative,0
37,Male,18.6,Moderate,0
54,Male,31.2,Moderate,1
22,Female,19.6,Slightly liberal,0
21,Male,31.1,Moderate,0
19,Male,18.8,Slghtly conservative,0
49,Male,23.3,Moderate,1
34,Male,25.2,Slightly liberal,1
33,Female,14,Moderate,1
36,Female,59.8,Moderate,0
30,Female,21.6,Moderate,1
67,Male,81,Extremely liberal,0
66,Female,24.2,Moderate,1
33,Male,14,Slghtly conservative,1
50,Female,38.8,Conservative,1
86,Female,52.6,Slghtly conservative,0
31,Female,99.9,Conservative,0
56,Male,31.2,Extrmly conservative,0
29,Female,51.5,Extremely liberal,0
69,Male,32,Slightly liberal,0
31,Female,46.5,Extrmly conservative,0
67,Male,32,Extrmly conservative,0
59,Female,14,Moderate,0
61,Male,20.5,Liberal,0
56,Female,28.6,Moderate,0
37,Female,82.5,Slightly liberal,0
67,Male,67.7,Moderate,1
61,Female,24.2,Liberal,1
42,Male,26.1,Conservative,1
56,Female,63.7,Moderate,1
59,Female,24.2,Liberal,1
68,Female,84.2,Liberal,1
62,Female,52,Liberal,1
27,Female,71.7,Slghtly conservative,0
69,Female,20.7,Extremely liberal,0
38,Female,26.1,Slightly liberal,1
63,Male,84.2,Conservative,1
81,Female,41,Conservative,1
20,Female,0,Slghtly conservative,1
26,Female,37.6,Liberal,0
24,Female,28.6,Slghtly conservative,1
35,Female,62.9,Liberal,0
52,Male,62,Slghtly conservative,1
43,Female,78.3,Slightly liberal,0
68,Female,31.6,Slghtly conservative,1
77,Male,89.3,Liberal,0
22,Male,39.7,Moderate,1
58,Female,88.7,Liberal,0
24,Female,0,Liberal,0
23,Male,10.6,Moderate,0
53,Female,84.2,Extrmly conservative,1
70,Male,38.3,Extrmly conservative,0
45,Male,20.7,Moderate,0
72,Male,20.7,Extremely liberal,0
23,Male,37.6,Slightly liberal,1
19,Male,14,Slghtly conservative,1
70,Male,63.1,Moderate,0
53,Male,28.7,Slightly liberal,0
85,Male,52.4,Conservative,0
57,Female,45.3,Slghtly conservative,1
62,Female,31.3,Moderate,1
64,Female,24.6,Liberal,1
62,Female,13.3,Moderate,0
51,Female,31.1,Extrmly conservative,1
36,Female,88.7,Slghtly conservative,1
20,Female,0,Extremely liberal,1
26,Male,13.6,Slightly liberal,1
64,Male,23,Slghtly conservative,0
46,Female,84.5,Liberal,0
25,Female,17,Slightly liberal,0
69,Male,53.8,Liberal,1
62,Female,35.8,Extremely liberal,1
65,Female,13.6,Liberal,1
26,Male,69.3,Slghtly conservative,1
25,Male,43,Liberal,1
55,Male,20.7,Slightly liberal,1
34,Male,32,Moderate,1
39,Female,38.3,Liberal,0
61,Male,78.3,Extremely liberal,0
48,Male,57.5,Moderate,0
46,Female,32.6,Conservative,1
73,Male,67.7,Conservative,0
83,Female,86.1,Slghtly conservative,1
56,Male,45.1,Conservative,0
61,Male,27.4,Slghtly conservative,0
50,Female,49.4,Slghtly conservative,0
57,Female,24.2,Moderate,1
78,Male,46,Moderate,1
31,Female,26.1,Slightly liberal,0
73,Male,60.1,Moderate,1
67,Male,59,Slghtly conservative,0
71,Female,80.2,Moderate,0
55,Female,0,Conservative,0
58,Male,25.2,Moderate,0
43,Female,0,Slightly liberal,1
42,Male,28.7,Extrmly conservative,1
45,Female,38.8,Conservative,0
49,Female,39.7,Moderate,1
50,Female,62.9,Liberal,0
76,Male,80.9,Moderate,1
28,Female,39.7,Moderate,0
51,Female,0,Moderate,1
35,Male,20.7,Extremely liberal,1
54,Male,20.5,Moderate,0
27,Female,37.6,Slghtly conservative,0
55,Female,23.8,Slghtly conservative,0
57,Female,37.2,Liberal,0
44,Female,37.6,Liberal,1
27,Female,60.3,Liberal,1
35,Male,63.1,Moderate,1
27,Male,62,Conservative,1
27,Female,0,Extrmly conservative,1
48,Male,67.7,Slghtly conservative,0
30,Male,21.3,Moderate,0
34,Female,63.7,Moderate,1
36,Female,46.6,Slghtly conservative,0
25,Female,41.1,Moderate,1
67,Male,50.1,Conservative,0
33,Female,38.2,Moderate,0
50,Female,21.6,Moderate,0
23,Female,23.8,Moderate,1
35,Male,52.5,Moderate,1
28,Male,52,Slghtly conservative,0
62,Female,39.7,Moderate,1
25,Female,18.6,Moderate,0
54,Male,50,Moderate,0
47,Female,61.4,Liberal,0
54,Female,83.8,Slghtly conservative,1
55,Female,57.8,Slghtly conservative,1
66,Female,87.9,Slghtly conservative,1
60,Female,38.3,Slightly liberal,1
27,Female,63.7,Conservative,1
33,Male,32,Slghtly conservative,1
34,Female,80.9,Conservative,1
89,Female,21.6,Moderate,1
58,Male,87.9,Moderate,0
22,Male,49.6,Moderate,0
40,Male,41.8,Moderate,1
57,Female,59.8,Conservative,1
29,Male,28.4,Slghtly conservative,1
58,Male,39.2,Moderate,1
70,Female,38.1,Moderate,1
53,Female,26.8,Slightly liberal,0
19,Female,19.6,Moderate,1
55,Male,72.6,Moderate,0
21,Male,81,Moderate,0
45,Male,20.1,Moderate,0
51,Female,38.3,Moderate,1
57,Male,68.6,Slghtly conservative,0
51,Male,57.3,Moderate,0
41,Male,53.8,Slghtly conservative,1
78,Female,76.3,Conservative,1
43,Male,83.8,Moderate,1
38,Female,59.8,Moderate,1
56,Male,35.4,Slightly liberal,0
46,Female,62.9,Conservative,0
56,Male,44.5,Slghtly conservative,1
33,Female,50.3,Slightly liberal,0
36,Female,39.7,Moderate,1
73,Female,14,Conservative,0
39,Female,37.6,Slightly liberal,1
54,Male,28.5,Slghtly conservative,1
69,Male,65.3,Extrmly conservative,1
43,Female,43,Slightly liberal,0
38,Female,50.3,Moderate,1
89,Male,62,Conservative,1
53,Female,12.4,Conservative,1
62,Female,24.2,Moderate,1
35,Female,20.1,Moderate,0
58,Male,32,Conservative,0
22,Female,19.6,Slghtly conservative,0
57,Male,22.9,Slghtly conservative,0
28,Female,17.5,Moderate,1
33,Female,13.6,Moderate,0
36,Female,24.2,Slghtly conservative,0
35,Male,43.9,Slightly liberal,0
41,Male,24.1,Moderate,1
57,Male,99.9,Moderate,0
54,Female,31.6,Slightly liberal,1
52,Male,43.5,Moderate,1
83,Female,21.6,Moderate,1
37,Male,86.1,Extrmly conservative,0
59,Female,28.4,Moderate,1
30,Female,41.4,Moderate,0
60,Female,37.2,Liberal,0
23,Male,12.6,Conservative,0
59,Female,62.9,Moderate,1
61,Female,71.8,Conservative,1
61,Male,32,Conservative,0
58,Male,79.4,Slghtly conservative,1
47,Female,43.9,Liberal,0
84,Male,39.9,Slghtly conservative,1
72,Male,62.6,Slghtly conservative,1
23,Male,39.7,Moderate,1
65,Male,67.7,Slightly liberal,1
29,Male,13.6,Slightly liberal,1
61,Female,21.6,Moderate,0
52,Female,43,Moderate,1
54,Female,62.9,Slghtly conservative,1
62,Female,38.8,Slghtly conservative,1
29,Male,43,Moderate,1
37,Male,25.2,Conservative,1
29,Male,92.8,Moderate,1
30,Female,24.2,Liberal,0
57,Female,36.5,Moderate,1
30,Male,70.1,Slightly liberal,1
75,Female,25.1,Moderate,0
45,Female,26.9,Liberal,1
54,Female,99.9,Moderate,1
62,Male,51.7,Slightly liberal,0
27,Male,61.9,Slghtly conservative,0
22,Male,14.6,Moderate,0
27,Female,99.9,Moderate,0
46,Male,27,Conservative,0
37,Female,24.6,Moderate,1
33,Male,64.2,Conservative,1
71,Female,20.8,Conservative,0
29,Female,65.3,Slightly liberal,0
29,Female,23.8,Slightly liberal,1
53,Female,46.6,Slghtly conservative,1
41,Female,25,Moderate,0
57,Female,38.8,Conservative,1
31,Female,32.6,Moderate,1
60,Male,27.1,Liberal,0
73,Male,50.4,Moderate,0
23,Female,21.6,Moderate,1
36,Female,13.6,Moderate,1
82,Female,23.8,Conservative,0
61,Female,80.9,Slghtly conservative,0
58,Male,41,Moderate,0
63,Male,36.4,Moderate,0
83,Female,0,Conservative,0
80,Female,71.6,Extremely liberal,1
41,Female,69.3,Slghtly conservative,1
79,Male,43,Conservative,0
46,Female,46.5,Slightly liberal,1
77,Male,70.1,Slghtly conservative,0
66,Female,21.6,Moderate,0
77,Female,26.1,Conservative,1
57,Female,32,Moderate,0
48,Female,27,Moderate,0
42,Male,37.6,Moderate,0
22,Female,28.7,Moderate,0
49,Male,59.1,Conservative,0
29,Female,0,Slightly liberal,1
70,Female,0,Slightly liberal,1
42,Female,82.5,Slightly liberal,1
54,Female,69.4,Conservative,0
25,Male,32,Moderate,1
53,Female,32.6,Moderate,1
24,Male,52,Moderate,1
52,Female,38.8,Extrmly conservative,0
24,Male,28.4,Slghtly conservative,1
22,Female,14,Moderate,1
34,Female,38.8,Moderate,1
54,Female,84.2,Slghtly conservative,0
31,Male,31.2,Slghtly conservative,0
42,Female,84.2,Slghtly conservative,1
78,Male,32,Slightly liberal,1
59,Female,49.4,Moderate,1
56,Male,20,Extrmly conservative,1
57,Male,39.9,Moderate,1
55,Female,59.9,Moderate,0
63,Male,84.5,Liberal,0
37,Male,50,Slghtly conservative,1
71,Male,84.5,Liberal,0
54,Female,84.5,Liberal,0
78,Female,80.9,Moderate,0
40,Male,23,Conservative,1
51,Female,57.4,Conservative,1
22,Male,14,Extremely liberal,0
83,Female,25,Slghtly conservative,1
69,Female,38.8,Slightly liberal,1
46,Male,24.1,Moderate,1
34,Female,69.4,Conservative,1
36,Female,37.6,Liberal,0
25,Female,24.2,Moderate,1
43,Male,50,Conservative,0
36,Female,38.8,Conservative,0
61,Female,34.8,Moderate,1
53,Female,24.2,Liberal,1
72,Female,36.4,Slghtly conservative,0
31,Male,61.9,Slightly liberal,0
31,Male,85.2,Extrmly conservative,0
21,Female,38.8,Moderate,1
34,Female,80.9,Moderate,1
32,Female,67.8,Moderate,1
63,Male,24,Conservative,0
39,Female,37.6,Moderate,1
49,Female,82.5,Moderate,1
34,Male,20.1,Moderate,1
73,Female,24.2,Slghtly conservative,0
57,Female,81,Extremely liberal,0
83,Male,53.6,Extrmly conservative,0
77,Male,77.4,Conservative,0
69,Male,28.4,Conservative,0
29,Male,86.7,Moderate,0
63,Female,18.6,Slghtly conservative,1
38,Female,61.4,Slghtly conservative,1
53,Male,86.5,Conservative,0
61,Female,20.1,Liberal,0
43,Female,0,Moderate,1
48,Male,57.5,Moderate,0
54,Female,38.8,Moderate,0
32,Female,62.4,Moderate,1
56,Male,31,Extrmly conservative,1
69,Male,35.2,Moderate,1
39,Male,59.1,Liberal,0
43,Female,80.9,Extremely liberal,1
53,Female,57,Moderate,0
54,Female,24.6,Moderate,0
79,Female,22.9,Moderate,0
71,Female,38.8,Slightly liberal,1
61,Female,26.1,Slghtly conservative,1
23,Male,13.6,Slghtly conservative,0
55,Male,59.1,Conservative,1
60,Female,25.2,Slghtly conservative,0
72,Male,46.6,Conservative,0
60,Female,34.7,Slightly liberal,1
44,Female,25.7,Conservative,1
50,Male,36.4,Moderate,1
35,Female,84.2,Conservative,0
38,Female,21.6,Moderate,1
61,Male,32,Moderate,0
26,Male,32.6,Moderate,1
33,Female,0,Moderate,0
46,Female,0,Conservative,1
87,Female,24.2,Moderate,1
46,Male,28.7,Moderate,0
50,Male,14,Moderate,1
39,Male,28.4,Moderate,1
64,Male,18.6,Slghtly conservative,1
42,Female,24.2,Moderate,1
43,Female,43,Moderate,1
38,Male,67.7,Liberal,0
24,Female,45.1,Moderate,0
32,Female,35.8,Conservative,0
25,Female,29.4,Extremely liberal,0
20,Male,25.2,Liberal,0
40,Female,12.6,Extremely liberal,1
59,Female,38.3,Slghtly conservative,1
50,Male,52,Conservative,1
52,Female,46.5,Moderate,1
67,Female,13.6,Moderate,0
67,Male,28.6,Moderate,1
42,Male,10.6,Liberal,0
30,Male,43.9,Slghtly conservative,1
69,Female,26.1,Moderate,1
33,Female,13.6,Moderate,0
52,Female,14,Extremely liberal,0
31,Female,24.2,Slightly liberal,1
43,Female,23.3,Moderate,1
55,Female,23.3,Extrmly conservative,1
55,Female,17.1,Moderate,0
29,Male,0,Extrmly conservative,0
76,Male,32,Conservative,1
34,Female,21.6,Moderate,1
23,Female,21.6,Moderate,1
66,Male,28.4,Liberal,0
69,Male,73.9,Conservative,1
59,Female,46.6,Conservative,1
26,Male,19.7,Moderate,1
74,Female,26.9,Moderate,0
34,Female,12.6,Moderate,1
83,Female,26.1,Slghtly conservative,0
54,Female,12.6,Slghtly conservative,0
38,Female,14,Moderate,0
61,Female,0,Moderate,0
56,Male,20,Extrmly conservative,1
58,Female,26.1,Slghtly conservative,1
40,Male,34.1,Moderate,1
53,Female,31.6,Moderate,0
63,Female,45.1,Conservative,0
62,Male,25.2,Slightly liberal,1
66,Female,84.5,Liberal,0
82,Female,38.8,Moderate,1
42,Male,84.2,Conservative,1
46,Male,87.9,Moderate,0
55,Male,45.4,Conservative,0
57,Female,84.2,Moderate,1
51,Male,18.8,Conservative,1
78,Female,13.6,Extrmly conservative,1
81,Female,21.8,Conservative,1
18,Female,0,Moderate,0
71,Female,38.8,Moderate,1
64,Female,20.1,Moderate,0
19,Male,37.6,Moderate,1
55,Female,51.8,Extrmly conservative,0
85,Female,21.6,Moderate,1
62,Male,39.5,Slghtly conservative,0
65,Female,26.9,Liberal,0
35,Female,14.6,Conservative,1
27,Female,80.9,Moderate,0
88,Male,31,Moderate,0
78,Female,77.2,Moderate,1
44,Female,12.6,Moderate,1
60,Male,80.1,Extremely liberal,0
47,Male,38.3,Slightly liberal,0
30,Female,38.3,Moderate,1
52,Male,82.5,Liberal,0
72,Female,84.2,Liberal,1
66,Female,72.7,Slightly liberal,0
38,Male,18.6,Moderate,1
74,Male,59.8,Slghtly conservative,0
24,Female,26.1,Liberal,0
49,Female,38.3,Conservative,0
58,Female,77.3,Slghtly conservative,1
62,Female,32.6,Extremely liberal,0
34,Female,23.3,Moderate,0
56,Male,73.9,Moderate,0
40,Male,43,Moderate,0
63,Female,64.4,Moderate,1
40,Male,69.3,Moderate,0
68,Male,38.3,Moderate,1
21,Male,14,Liberal,1
35,Female,84.2,Extremely liberal,1
41,Female,24.2,Moderate,0
56,Female,30,Slghtly conservative,1
57,Male,25.2,Slghtly conservative,0
68,Female,45.1,Moderate,0
75,Female,20.5,Conservative,0
57,Female,54.6,Extremely liberal,0
77,Male,34.1,Conservative,0
87,Female,38.3,Moderate,1
55,Female,13.6,Slghtly conservative,0
72,Male,39.7,Slghtly conservative,0
